id,key,label,description,weight,category,sort_order,is_active,created_at,assessment_type,department_id
47f3c409-9b09-4609-8c6e-803661452230,h2023.075,"Strategic Partner","3. Recognition or find out any risks (on people), HR conflicts, labor issues at BU that can impact to buniness.  Work as pionreer to foresee what will happen to HR (stress, compliance individual information, conflict of interest declaration  Preparation many HR issues scenario & solutions",15.0,"Nhân sự - Hoạch định nguồn nhân lực",0,t,"2025-12-13 17:47:22.51+00",kpi,
3b38e92a-9881-450c-a1ea-8039a698e6a6,kpi007,"Build salary range","Cung cấp dịch vụ cho nội bộ đạt tiến độ yêu cầu. Giải đáp hướng dẫn, triển khai công việc với đồng nghiệp trong hoặc ngoài bộ phận",5.0,"Dịch vụ khách hàng nội bộ",0,t,"2025-12-16 03:26:45.777+00",kpi,
d0ad9420-efa4-4bcc-9dfb-810dd65ba7b0,tc1148,"3. WWA-Record bank transactions on AP function (ACB, VCB, HSBC,VIB) to Bravo Follow cash flow & clear AP Save document","Timeliness Accuracy/ number of feedback/ responses",5.0,"Tài chính & Kế toán - Công nợ phải trả",0,t,"2025-12-18 07:42:03.307+00",kpi,
fc04b4f9-4d92-4840-ad5a-811b773b5735,tc791,"- Internal: IPDP or FTM/MM courses as planned - E - learning :2 courses per year - Coach/ Mentor/ Training IPDP, MT as assigned - Sharing in S2G, SoS…","Upgrade yourself in Skills, knowledge… by participating internal/ external courses periodically. Coach/train IPDP or MT as assigned",5.0,"Phát triển bản thân",0,t,"2025-12-18 07:42:03.307+00",kpi,
775d16e5-713c-4165-952a-821f78d344fa,tc998,"Gửi điện chuyến bay","Số lần sai và trễ khi gửi tất cả các điện có liên quan cho chuyến bay ",5.0,"Vận hành",0,t,"2025-12-18 07:42:03.307+00",kpi,
bb748a1a-2c4e-4f65-9b8a-840b21a00cca,l2024.058,"Manpower control (Outsourcing, internal, …): - Coordinate with HR Supervisor for management & monthly payroll for Outsource.","- 100% on time ",5.0,"Nhân sự - Quản lý hiệu quả công việc",0,t,"2025-12-13 17:53:05.38+00",kpi,
45e71eef-4089-424c-b73a-845e012d4ca6,tc5160,"Page views Manage Website Channel","Update UI website Post frequency",5.0,"Kinh doanh & Marketing - Công cụ phân tích website",0,t,"2025-12-18 07:48:14.057+00",kpi,
ede0c0aa-ee34-4360-b1a4-84984a72a147,tc1189,"Problem Solving (Total number of issue - solved successfully)",,5.0,"Dịch vụ khách hàng xuất sắc",0,t,"2025-12-18 07:42:03.307+00",kpi,
897606b3-3593-48e3-9f12-16eee9ab68d6,l2024.001,"Deploy all HR programs (JD, KPI, Anphabe survey improvements, MTP, training, S2G…) as planned","- Activities/ Plan (each Quarter) at BU to engagement & motivation Team (Focus AFB Report ""Working Environment"" staff feedbacks)  - Activities/ Plan (each Quarter) at BU to engagement & motivation Team (Focus 360 - degree Engagement as HR Excellence Awards 2021)",2.0,"Tối ưu hóa hoạt động",0,t,"2025-12-13 17:53:05.38+00",kpi,
172149f4-7810-4c29-9820-171caaf37feb,tc856,"Mức độ thỏa mãn dịch vụ của khách hàng, đồng nghiệp và các bộ phận có liên quan","Số lần gây mâu thuẫn, xung đột trong nội bộ, partner (GHA)(Passenger) ",5.0,"Đối tác chiến lược",0,t,"2025-12-18 07:42:03.307+00",kpi,
0a314fdc-9dee-40f0-855c-175198794416,tc5016,"Tariff - Core","Wireframe, SRS documents are clear, detailed. On time. Lead the board team well ",1.0,"Công nghệ thông tin & truyền thông - Phát triển ứng dụng",0,t,"2025-12-18 07:48:14.057+00",kpi,
035c5bb5-d898-4515-a175-17a033bb4fdb,h2023.232,"Optimize Google Ads and increase traffic to the corporate website to build ITL brand awareness and increase ITL website's position on Google search","Creating the keywords show on google to increase position of ITL website.  Manage the contents and key words on the articles to optimize SEO on ITL website and report & analyze the outcomes accordingly ",5.0,"Kinh doanh & Marketing - Marketing",0,t,"2025-12-13 17:47:22.51+00",kpi,
6d10af00-4631-4cd8-b437-17ddffc3c59f,h2023.073,"""Satisfying & reducing Head BU and other Dept complaints about HRBP quality:  1. Get feedbacks from all staff, discuss to Head BU, find out solution and settle all HR issues 2. Quick response to all HR issues (after discuss to Head BU the best solutions)","No mistakes & complaints being repeated  ",10.0,"Dịch vụ khách hàng nội bộ",0,t,"2025-12-13 17:47:22.51+00",kpi,
b2c372d2-fb63-4df5-b753-1824e65914c9,tc814,"To take part in ITL activities: CSR, Town Hall, Trade Union activities, Firefighting, First-Aid... when necessary To follow up Company Regulations; avoid any conflicts. Teamwork spiritual and daily working skills","-  To be ready to join & support all team to join all activities of ITL to motivate team & get engagement. - No violate or break Regulation - ITL culture among team members to create better and better working environment. ",5.0,"Tuân thủ nội quy, quy định, chính sách và quy trình làm việc cty/tập đoàn",0,t,"2025-12-18 07:42:03.307+00",kpi,
577d5e58-9a4f-4dab-9a6e-8227f150a2a9,tc566,"Tác Phong công việc","Số lần vi phạm tác phong chuyên nghiệp trong khi làm việc và số lần đi trễ, về sớm không Có lý do chính đáng  ",1.0,"Tuân thủ nội quy, quy định, chính sách và quy trình làm việc cty/tập đoàn",0,t,"2025-12-18 07:42:03.307+00",kpi,
efd5e2ed-091b-49f8-a659-832d0d809363,h2023.156,"BCP Plan SLA Downtime","Infrastructure management      ",5.0,"Công nghệ thông tin & truyền thông - Quản trị hệ thống mạng máy tính",0,t,"2025-12-13 17:47:22.51+00",kpi,
cc4e9f88-476f-4ac6-82ff-835f166cb8e8,tc1315,"Kiểm soát hoạt động chuyến bay",,10.0,"Vận hành",0,t,"2025-12-18 07:42:03.307+00",kpi,
20174944-7c51-45ac-90e9-83ae317e152d,tc1501,Safety,"No incident; No accident ",20.0,"Vận hành",0,t,"2025-12-18 07:42:03.307+00",kpi,
a2c99dc5-bad4-45c2-b353-849dec0cd677,tc1380,"Không nhận thư khiếu nại của khách hàng về dịch vụ OPS",,10.0,"Dịch vụ khách hàng bên ngoài",0,t,"2025-12-18 07:42:03.307+00",kpi,
1f5db164-d361-4816-9de1-84b5bdf4e1e0,tc5192,"Basing each type of project to apply project management styl: Prefer to apply Scrum Agile framework to control Changes/Risks",,5.0,"Công nghệ",0,t,"2025-12-18 07:48:14.057+00",kpi,
6c1618d6-e51e-4d69-877f-8551433a9025,tc1384,"Customer service","Tracing flight/shipment information and respone to customers; processing and responding to customer claims ",10.0,"Kinh doanh & Marketing - Phát triển kinh doanh",0,t,"2025-12-18 07:42:03.307+00",kpi,
3f2ab1c1-2b53-43eb-b2d4-8652d888779d,tc1089,"Relationship with Airline Principle (number of complain)",,5.0,"Kinh doanh & Marketing - Phát triển kinh doanh",0,t,"2025-12-18 07:42:03.307+00",kpi,
c3b6dc77-092c-492b-92a5-87a036c1f196,tc564,"Tác Phong công việc","Số lần vi phạm tác phong chuyên nghiệp trong khi làm việc và số lần đi trễ, về sớm không Có lý do chính đáng  ",1.0,"Tuân thủ nội quy, quy định, chính sách và quy trình làm việc cty/tập đoàn",0,t,"2025-12-18 07:42:03.307+00",kpi,
046ff5de-4478-4ad9-a288-8873bfe7a422,l2024.045,"- Ensure calculating and payment according with the SOP. Keep documents fully and carefully. Ensure all newcomer have fully private documents","- 100% control according with SOP ",5.0,"Lưu trữ thông tin",0,t,"2025-12-13 17:53:05.38+00",kpi,
23d377b0-7139-4a91-a2ff-8891e536fa8c,tc975,"Ability to work independently * Escalated cases to manager from customer *Efficiency when dealing with raising problems independently","Ability to work independently * Escalated cases to manager from customer *Efficiency when dealing with raising problems independently",5.0,"Dịch vụ khách hàng",0,t,"2025-12-18 07:42:03.307+00",kpi,
f680a12c-af19-4bef-9dec-f2cdc2b21a5f,tc1232,"6.Principle SOP Compliance",,6.0,"Vận hành",0,t,"2025-12-18 07:42:03.307+00",kpi,
530336a9-1f34-47d6-ade9-18745d87c902,tc898,Reports,"HR reports (TA/TD/Activities) are updated on time as Mgr's requirement",5.0,"Tối ưu hóa hoạt động",0,t,"2025-12-18 07:42:03.307+00",kpi,
66a7f2c4-4712-44d2-a9e6-1883986ce0cc,tc981,"Sales support: Develop sales in-door and support Sales Team/Manager to improve brand name in the market",,5.0,"Dịch vụ khách hàng",0,t,"2025-12-18 07:42:03.307+00",kpi,
1d5dd300-181f-4ae5-8c44-18c7f14067a2,tc1246,"Handling Performance (%) of Total Shipment",,7.0,"Dịch vụ khách hàng",0,t,"2025-12-18 07:42:03.307+00",kpi,
c609b61d-d744-4ea8-8410-18c7f83af9b0,tc1417,"""Take care of services to limit missing/damaged/delayed and others so that the freight arrives destination as scheduled Good communicate the customers/stations...to improve the services/rates""",,10.0,"Dịch vụ khách hàng bên ngoài",0,t,"2025-12-18 07:42:03.307+00",kpi,
ba38a63f-4fd3-498c-b838-190586cfab80,tc5100,"- Support via ticket system with  99% responsive.  - Also get the feedback/complaints for improvement",,5.0,"Customer requirement",0,t,"2025-12-18 07:48:14.057+00",kpi,
2ca1ef0c-2eea-486b-b557-52692ebe1ac3,tc950,SELF-LEARNING,"SELF-LEARNING ",5.0,"Self learning attendance",0,t,"2025-12-18 07:42:03.307+00",kpi,
1201ef29-9239-4833-a661-5fb695751f52,tc1208,"SEA Export REVENUE","Sea Export ",5.0,"Kinh doanh & Marketing - Kinh doanh",0,t,"2025-12-18 07:42:03.307+00",kpi,
026ae0d5-3fd6-40cb-80a3-87bde8ce41ea,h2023.079,"Follow Regulation & Discipline, HR policy"," Follow company rules: Working on time, Company Uniform, Safe working place, Information security, Salary security, competition policy… ",3.0,"Tuân thủ nội quy, quy định, chính sách và quy trình làm việc cty/tập đoàn",0,t,"2025-12-13 17:47:22.51+00",kpi,
f0cb355c-fb35-4dd1-9d52-8866608dc186,tc5141,"- Cooperate and support OPEX/Product/ DEV team to deliver Platform  - Make a good relationship with accouting/ legal team to get their consultant & supporting for contract/ billing processing",,5.0,"Dịch vụ khách hàng nội bộ",0,t,"2025-12-18 07:48:14.057+00",kpi,
6f3e0e66-7b1b-435c-8fa2-8b176eac8f5f,tc1098,"Strongly communicate the customers/stations…to expand the relationship","Understand the customers' expectation to take good care services.  Understand well the hub's requirements to follow and take action",5.0,"Dịch vụ khách hàng bên ngoài",0,t,"2025-12-18 07:42:03.307+00",kpi,
b2ff9376-9033-4e59-ba7b-93b942ecb4d4,tc5069,"-TO rate  20% reduced vs last year","""Motivate, inspire staff (with Heads, Line managers) by many activities to motivate and engage staff, attract & maintain potentials "" ",3.0,"Tối ưu hóa hoạt động",0,t,"2025-12-18 07:48:14.057+00",kpi,
3666d315-31aa-4e3d-bc81-93d478868279,tc5171,"Customer solutions","""- Together with IT Teams/BU/Customers to analyze and propose a suitable solution to help Bussiness - Working closely with Bus/Customers to mange the changes/requirements"" ",5.0,"Dịch vụ khách hàng xuất sắc",0,t,"2025-12-18 07:48:14.057+00",kpi,
a76385bd-0b5d-46f6-8d8e-93d8cb2d56be,tc1221,"Customer supports","Create customer’s satisfaction on reservation process as well as in dealing with trouble situations",6.0,"Dịch vụ khách hàng bên ngoài",0,t,"2025-12-18 07:42:03.307+00",kpi,
30452f5e-26bc-40ea-8e83-93e20312101b,tc605,"Joining company activity *Number of company activity","Joining company activity *Number of company activity",2.0,"Phát triển bản thân",0,t,"2025-12-18 07:42:03.307+00",kpi,
6b28be15-84b2-4226-aa9a-94012deb2b3b,tc1194,"Ensures customers are: providing information on the status of a shipment, proactively advising customers in case of irregularities, and starting the tracing process;",,5.0,"Dịch vụ khách hàng xuất sắc",0,t,"2025-12-18 07:42:03.307+00",kpi,
927075db-9d40-412a-9e0b-95b684c3a2cf,tc697,"Service Quality Compliance: Number of non-compliance case",,3.0,"Dịch vụ khách hàng bên ngoài",0,t,"2025-12-18 07:42:03.307+00",kpi,
7e84bfec-309e-46a9-b705-95c0723ef48d,kpi004,"Tạo Khung lương",,10.0,,0,t,"2025-12-15 15:21:37.843+00",kpi,
3c9c9bd0-3311-4b1d-bc9f-95e8c2883135,s1,"Kiến thức nghề nghiệp - kỹ năng vể kỹ thuật","Hiểu được công việc đảm nhận, trách nhiệm về công việc liên quan, thực thi công việc bằng kỹ năng, khả năng cần thiết, công nghệ, công cụ.",10.0,"Áp dụng cho tất cả nhân viên (Staff)",0,t,"2025-12-13 18:52:27.58+00",360,
b350f4f5-2915-4625-896a-962703d0333c,tc748,"Tối ưu hóa hoạt động","Số lần thiếu sot trong việc cho hàng lên đi chuyến sớm hơn nhờ quan tâm, theo dõi, đôn đốc GHA, khách hàng (show-up hàng hóa, tiếp nhận sớm)  ",4.0,"Tối ưu hóa hoạt động",0,t,"2025-12-18 07:42:03.307+00",kpi,
da7f8cd3-bf22-4243-b422-9634e987df03,l2024.057,"""Participating ITL activities: CSR, Town Hall, Trade Union activities, Fire-Fighting, First-Aid... as required. Follow up Regulation. Avoid any conflicts. Team work in working...""","""- Join & support all team to join all activities of ITL to motivate team & get engagement. - No violate or break Regulation - Convey DNA, ITL culture to all staff in BU."" ",5.0,"Phát triển nhân viên",0,t,"2025-12-13 17:53:05.38+00",kpi,
60012d28-9f2d-4978-aac9-964a797b09ea,tc963,"""Company regulation & department rule Comply with the company working time""","Disciplinary matters",5.0,"Tối ưu hóa hoạt động",0,t,"2025-12-18 07:42:03.307+00",kpi,
96d9e0a6-48c6-4867-a7e1-9695bc6257db,tc576,"Company activitives participating","Percentage of participation & good result ",2.0,"Phát triển bản thân",0,t,"2025-12-18 07:42:03.307+00",kpi,
f0ed8f1b-245f-4862-b38a-9984ea453822,l2024.047,"- Ensure all policies related to employees will be resolved satisfactorily","- 100% employees will be satisfied with their concerns  ",5.0,"Dịch vụ khách hàng nội bộ",0,t,"2025-12-13 17:53:05.38+00",kpi,
29be346d-af73-4262-a85e-adbfb6fbc136,tc1096,"Complaints/ Appreciation (Measure overall (external) customer's satisfaction)",,5.0,"Dịch vụ khách hàng bên ngoài",0,t,"2025-12-18 07:42:03.307+00",kpi,
01cd722c-1b5e-45c0-9758-4f891e39b8ca,tc1093,"Assistant manager on assigned task","""Task related to ALG Task related to team AVS2 and project with airline"" ",5.0,"Kinh doanh & Marketing - Phát triển kinh doanh",0,t,"2025-12-18 07:42:03.307+00",kpi,
a8d4f9ac-ba81-43c2-bff8-4fc9b8b5e005,tc1342,"Number of complaints of no support or complete arising duty which is out of JD",,10.0,"Dịch vụ khách hàng",0,t,"2025-12-18 07:42:03.307+00",kpi,
5a61c32a-383b-43c8-a22e-1914b18c7e51,h2023.092,"Join Self-learning, training courses (internal or external, E - learning), reading books and sharing","Internal: join IPDP or FM courses as planned, S2G Program, S.O.S Program, read books and share,  External: Participate in courses to learn more skills"" ",4.0,"Phát triển nhân viên",0,t,"2025-12-13 17:47:22.51+00",kpi,
b14b80d9-ce1a-475a-b90f-4fd061ac8f0c,tc986,"Gửi điện chuyến bay","Số lần sai và trễ khi gửi tất cả các điện có liên quan cho chuyến bay ",5.0,"Vận hành",0,t,"2025-12-18 07:42:03.307+00",kpi,
cac2edc7-f6d2-4fc8-966b-4fffcffe4484,tc1503,"Arrange the best space after receiving booking request from the customers (Best Cargo Reservation)",,20.0,"Dịch vụ khách hàng",0,t,"2025-12-18 07:42:03.307+00",kpi,
24529527-6ea0-4107-9358-192f56a7698f,tc1368,"5. (A61) AVS (From Nov24)- Follow request, collect document, check & make payment related administrative expenses (OVH) for AVS Input on Bravo system and reconcile related accounts  - Reconcile PIT - Reconcile AP account as report schedule","Timeliness Accuracy/ number of feedback/ responses",10.0,"Tài chính & Kế toán - Công nợ phải trả",0,t,"2025-12-18 07:42:03.307+00",kpi,
c4e934ff-e772-4599-99e5-1935358dd8f8,tc1057,"Disciplinary matters","Company regulation & department rule Comply with the company working time",5.0,"Kiến thức",0,t,"2025-12-18 07:42:03.307+00",kpi,
b7126dc6-06be-4e7f-8c36-19725ac802fd,tc1421,"Supporting customer/ airline princicle","The frequency of supporting customer and airline principle",10.0,"Dịch vụ khách hàng bên ngoài",0,t,"2025-12-18 07:42:03.307+00",kpi,
425e09ec-de6a-416b-add1-198acdc8c204,tc1233,"""1.Cargo Acceptance (Check Pcs, Weight, Cargo Label, Cargo condition and Check for required documents) """,,6.0,"Vận hành",0,t,"2025-12-18 07:42:03.307+00",kpi,
75fc88cd-c0bb-4b19-a5bd-19acbe57ad5b,kpi039,"Internal & External training - Self-learning",,5.0,"Nhân sự",0,t,"2026-02-06 08:17:45.003+00",kpi,
0ef2348b-e6b9-46d1-8f6f-65c94b1d251d,h2023.256,Report,"Input task on Helpdesk page, Redmine ",5.0,"Công nghệ thông tin & truyền thông - Quản trị hệ thống mạng máy tính",0,t,"2025-12-13 17:52:05.707+00",kpi,
7e04825a-83dd-4ae1-9669-9706870958c9,tc637,"Follow regulation and discipline,HR Policy",,3.0,"Tuân thủ nội quy, quy định, chính sách và quy trình làm việc cty/tập đoàn",0,t,"2025-12-18 07:42:03.307+00",kpi,
7ff2f26d-d9e9-4d16-96ce-985ede120211,h2023.239,"Managing ITL Linkedin Page and update all of activities to attract professional users including: Talent candidates, business partners and potential customers and about 53% of Followers of ITL Page who are working in Logistics and Transportation.","Social Linkedin follower increasing and engagement ",7.0,"Kinh doanh & Marketing - Marketing",0,t,"2025-12-13 17:47:22.51+00",kpi,
2136471a-4312-415d-8242-9862b4278e33,tc939,"Upgrade yourself in Skills, knowledge… by participating internal/ external courses periodically. Coach/train IPDP or MT as assigned","- Internal: IPDP or FTM/MM courses as planned - E - learning :2 courses per year - Coach/ Mentor/ Training IPDP, MT as assigned - Sharing in S2G, SoS… ",5.0,Coaching,0,t,"2025-12-18 07:42:03.307+00",kpi,
b4bb1aab-7148-49b9-85db-9911c115858a,h2023.086,"Create ideas and manage all designs for Marketing & Communications department: Internal activities & communications, External activities & Events, Digital MKT and others BUs....","""External activities & Events: -  VNR 500 - Vietnam Logistics Forum 2023 - TRANSPORT LOGISTICS SOUTHEAST ASIA 2023 - SINGAPORE - Logistics Summit 2023 - ANNUAL GENERAL MEETING 2023 - Support VTV1 to record videos to advertise for ITL"" ",15.0,"Kinh doanh & Marketing - Marketing",0,t,"2025-12-13 17:47:22.51+00",kpi,
f04dd36b-7b2f-461b-9cd0-9a21b173446c,tc954,Case/năm,"Đề xuất giảm chi phí,cải tiến quy trình có hiệu quả (nếu có) trong quá trình giám sát tại hiện trường",5.0,"Tối ưu hóa hoạt động",0,t,"2025-12-18 07:42:03.307+00",kpi,
6c794071-fc9d-463b-b07b-9a2a7b7cbfd1,tc627,"Company's Policy & Regulations","Compliance to Company’s Policy & Regulations ",2.5,"Tuân thủ nội quy, quy định, chính sách và quy trình làm việc cty/tập đoàn",0,t,"2025-12-18 07:42:03.307+00",kpi,
1544702f-5633-4aba-acca-9c03434c83ec,tc5235,"Software Development  Life Circle Management","Communication, Requirement gathering, Feasibility study, system analysis, software design, coding, testing, integration, implemention, operation and maintenace, imrpovement",5.0,"Tối ưu hóa hoạt động",0,t,"2025-12-18 07:48:14.057+00",kpi,
c3023395-eeb7-42db-8ff4-9c3c32a7820d,tc5197,"Project Management","Basing each type of project to apply project management styl: Prefer to apply Scrum Agile framework to control Changes/Risks ",5.0,"Công nghệ",0,t,"2025-12-18 07:48:14.057+00",kpi,
e81a31a5-9469-437e-9d0e-9c9f76c63199,tc1140,"Phản hồi e-mail cho khách hàng",,5.0,"Dịch vụ khách hàng bên ngoài",0,t,"2025-12-18 07:42:03.307+00",kpi,
406de908-94d4-4900-81ad-9cc26ac77c98,tc811,"Đi làm đúng giờ Tuần thủ quy trình làm việc cho vị trí mình",,5.0,"Tuân thủ nội quy, quy định, chính sách và quy trình làm việc cty/tập đoàn",0,t,"2025-12-18 07:42:03.307+00",kpi,
72c6e76b-2377-4f7d-ad62-3c6405b62e92,tc1353,"""Báo cáo hàng tháng Tỉ lệ chính xác và đúng thời gian yêu cầu""",,10.0,"Vận hành - Dịch vụ vận chuyển",0,t,"2025-12-18 07:42:03.307+00",kpi,
dcfc6315-a6db-4be4-9c36-3c640942e243,tc865,"Tham gia các khóa đào tạo chung của công ty",,5.0,"Phát triển bản thân",0,t,"2025-12-18 07:42:03.307+00",kpi,
c9e07ee4-031c-4b5f-809b-3c7fb9334def,tc1531,"Operation Excellency",Operations,50.0,"Vận hành",0,t,"2025-12-18 07:42:03.307+00",kpi,
70acec17-af59-44a8-862f-3ca8129fbb1d,l2024.016,"Set priority all requirements about manpowers (hot issue, shortage of recruitment…)",,8.0,"Nhân sự - Quản lý hiệu quả công việc",0,t,"2025-12-13 17:53:05.38+00",kpi,
2dc799f2-5962-4ef0-a98c-570868d55b4c,tc1429,"Hoàn thành tất cả công việc trong ca trực một cách hiệu quả nhất",,10.0,"Tối ưu hóa hoạt động",0,t,"2025-12-18 07:42:03.307+00",kpi,
c7ea04b5-6d31-42fa-8883-58a50044202a,tc1435,Case/tháng,"Hỗ trợ công ty, đồng nghiệp ngoài ca trực chính.",10.0,"Tối ưu hóa hoạt động",0,t,"2025-12-18 07:42:03.307+00",kpi,
18e0175d-c0f7-48f7-8f7a-58b2776c362f,l2024.051,"Payroll Pay slip delivery (Timeliness)",,5.0,"Nhân sự - Lương thưởng & phúc lợi",0,t,"2025-12-13 17:53:05.38+00",kpi,
5147b82e-a1e6-4e73-95a7-9cf4567a8ac3,tc5161,"- Provide a suitable solution - Manage changes"," Together with IT Teams/BU/Customers to analyze and propose a suitable solution to help Business - Working closely with Bus/Customers to manage the changes/requirements",5.0,"Dịch vụ khách hàng xuất sắc",0,t,"2025-12-18 07:48:14.057+00",kpi,
e0a96af2-25ce-4b20-827b-502a52440a39,s12,"Kỹ năng giao tiếp (truyền thông)","Chia sẻ, cung cấp các thôngtin liên quan, đúng hạn, diễn đạt ý tưởng rõ ràng ý tưởng qua văn viết, lời nói, Lựa chọn phương tiện, phương pháp truyền thông hiệu quả, phù hợp. Sử dụng email, điện thoại hiệu quả",1.0,"Áp dụng cho tất cả nhân viên (Manager)",0,t,"2025-12-15 04:03:01.417+00",360,
6f663c38-f475-430d-a1c5-dd75e1adecde,h2023.012,"Payroll & Incentive calculation for Aviation  times of negative feedback from staff (timeliness & accuracy)",,10.0,"Nhân sự - Lương thưởng & phúc lợi",0,t,"2025-12-13 17:47:22.51+00",kpi,
bd275cc4-29c0-42b9-ae1b-dd95768324e0,tc877,"Participating ITL activities: CSR, Town Hall, Trade Union activities, Fire-Fighting, First-Aid... as required. Follow up Regulation. Avoid any conflicts. Team work in working...","- Join & support all team to join all activities of ITL to motivate team & get engagement. - No violate or break Regulation - Convey DNA, ITL culture to all staff in BU.",5.0,"Phát triển nhân viên",0,t,"2025-12-18 07:42:03.307+00",kpi,
1b7c1099-9a53-45db-a7ec-02ad38102409,l2024.032,"""Health and Safety:  • Workplace Safety Programs: Develop and implement workplace safety programs to reduce injuries, promote safe practices, and ensure compliance with relevant safety regulations . • Incident Reporting and Investigation: Ensure prope","""Health and Safety Lost Time Injury Frequency Rate (LTIFR) Near Miss Reporting Rate Safety Training Completion Rate Safety Compliance Audit Score"" ",2.0,"Nhân sự",0,t,"2025-12-13 17:53:05.38+00",kpi,
d7111246-171a-4ef8-8a80-02c1729ce11d,tc1150,"Customer Centric","4)Problem Solving (Total number of issue - solved successfully)",5.0,"Dịch vụ khách hàng xuất sắc",0,t,"2025-12-18 07:42:03.307+00",kpi,
3c916f64-1c14-408a-945e-02fb73720c8f,tc815,"Company activities","Company activities ",5.0,"Tuân thủ nội quy, quy định, chính sách và quy trình làm việc cty/tập đoàn",0,t,"2025-12-18 07:42:03.307+00",kpi,
1da7cd47-9e4d-48b9-9088-9da6db211304,h2023.179,"Định giá","Lập các mô hình tính toán giá trị của công ty mục tiêu ",10.0,"Tài chính & Kế toán - Đầu tư",0,t,"2025-12-13 17:47:22.51+00",kpi,
4d8cf4fc-2218-4c1b-8ae9-9e94333a4bd4,tc1424,"% of customers that are satisfied","Giải quyết kịp thời, thỏa đáng khiếu nại, thắc mắc của khách hàng.",10.0,"Dịch vụ khách hàng nội bộ",0,t,"2025-12-18 07:42:03.307+00",kpi,
126a5612-2914-43d3-ac5e-9eb1942618b0,tc5329,"""1. HRBP accompany with Head BU to defind a suitable HR strategy or HR Action Plan for BU, depend on new growth or new business requirements  2. Well awareness new growth of BU and suggest re-structure BU when needed """,,12.0,"Đối tác chiến lược",0,t,"2025-12-18 07:48:14.057+00",kpi,
ccfd536a-26dd-40ef-bf01-9db536996210,h2023.149,"Infrastructure management","Implement UPGRADE on Servers/Systems in planning ",25.0,"Công nghệ thông tin & truyền thông - Quản trị hệ thống mạng máy tính",0,t,"2025-12-13 17:47:22.51+00",kpi,
ea2cef1a-e934-41af-913e-9f325ae63901,tc5035,"RFI Customer Core: Warehousing, Enhance FM DT CC (Integration with PNL)",,2.0,"Công nghệ thông tin & truyền thông - Phát triển ứng dụng",0,t,"2025-12-18 07:48:14.057+00",kpi,
f187909f-af01-4d71-9eaa-9f3328b6d14d,tc1031,"Triễn khai, xây dựng, giám sát việc thưc SOP và SLA","Giám sát việc thưc SOP và SLA  ",5.0,"Vận hành",0,t,"2025-12-18 07:42:03.307+00",kpi,
30921600-cda3-4f79-9662-9f60e814c653,tc587,Teamwork,"Number of complaints from direct superior/ peer/ subordinate",2.0,"Tối ưu hóa hoạt động",0,t,"2025-12-18 07:42:03.307+00",kpi,
4b7a0b83-74e4-4e04-968e-19c5e4686778,tc1387,"Gross Profit (GP)","Percentage of actual profit against target ",10.0,"Kinh doanh & Marketing - Phát triển kinh doanh",0,t,"2025-12-18 07:42:03.307+00",kpi,
831d73c5-d8d5-4b62-91d9-3cad1234f0f4,l2024.035,"Join, support & lead some activities Employer Branding, CSR, Union…","100% finished as assigned ",3.0,"Phát triển nhân viên",0,t,"2025-12-13 17:53:05.38+00",kpi,
d32e600b-40e0-4fca-8c14-3cb21a3542fc,tc5344,ESB,,15.0,"Công nghệ thông tin & truyền thông",0,t,"2025-12-18 07:48:14.057+00",kpi,
1a8cce61-354f-49ef-892b-56745fe47046,tc5076,"Đạt % của kế hoạch đào tạo","Hướng dẫn, hỗ trợ MT team/nhân viên mới",4.0,"Tuyển dụng nhân sự",0,t,"2025-12-18 07:48:14.057+00",kpi,
c6161304-4a7f-4811-8f40-56916fb50b21,tc5120,"Participating ITL activities: CSR, Town Hall, Trade Union activities, Fire-Fighting, First-Aid... as required. Follow up Regulation. Avoid any conflicts. Team work in working…",,5.0,Coaching,0,t,"2025-12-18 07:48:14.057+00",kpi,
31ed3ddb-001b-4025-a10c-569db1451345,h2023.058,"Budget Control",,5.0,"Nhân sự - Đào tạo & Phát triển",0,t,"2025-12-13 17:47:22.51+00",kpi,
973f7190-3891-4555-bfd1-1b2918fb8907,tc935,"Company regulation/policy compliance",,5.0,"Tuân thủ nội quy, quy định, chính sách và quy trình làm việc cty/tập đoàn",0,t,"2025-12-18 07:42:03.307+00",kpi,
3fd35002-ee2d-4e8c-b7c9-1b3e29e2bfa2,tc5335,"Supplier Portal: - RFI Supplier, Costing: FM, DT, CC (Enhancement), WH - Contract - Shipment: FM, DT, CC",,15.0,"Công nghệ thông tin & truyền thông - Phát triển ứng dụng",0,t,"2025-12-18 07:48:14.057+00",kpi,
2d7b0dda-b81e-4256-a363-1bfcb3053104,tc5062,"Thiết kế giao diện, trải nghiệm người dùng tính năng Costing Core ( Costing List: List +Detail cho FM/DT/CC/WH + Enhance Performance; Costing Center: WH Detail và Project Base: List, Detail của 4 service)",,3.0,"Công nghệ thông tin & truyền thông - Phát triển ứng dụng",0,t,"2025-12-18 07:48:14.057+00",kpi,
98dce1d0-c65b-475a-b460-1c17cf313ea7,tc1216,Reservation,"Loading plan: Maximize cargo loaded in each flight by understanding well the capacity of flight",5.0,"Kinh doanh & Marketing - Kinh doanh",0,t,"2025-12-18 07:42:03.307+00",kpi,
