employee_id,project_name,project_type,project_role,project_client,project_value,project_status,kt_successor,kt_successor_role,kt_start_date,kt_target_date,kt_overall_progress,kt_items,a360_overall,a360_benchmark,a360_period,a360_sources,a360_criteria,a360_strengths,a360_needs_dev,a360_manager_note,training_hours,last_promotion_year,updated_at
382bf35b-0b54-465a-a965-a4c2499c9699,"Market Expansion HAN","Kinh doanh",Contributor,"Nội bộ","12B VNĐ",completed,,,,,77,[],3.50,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 4.1}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.9}, {""role"": ""Cấp dưới"", ""score"": 3.3}]","[{""label"": ""Lãnh đạo"", ""score"": 3.3}, {""label"": ""Giao tiếp"", ""score"": 4.3}, {""label"": ""Làm việc nhóm"", ""score"": 4.2}]","[""Hỗ trợ nhóm"", ""Kỹ năng kỹ thuật""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",34,2020,"2026-04-24 14:19:16.763731+00"
c27bc0dc-db53-4a75-ba9b-729e74528648,"AI Forecasting","Kinh doanh",Member,"Khách hàng A","9B VNĐ",active,,,,,3,[],4.40,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 3.8}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.6}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.7}]","[{""label"": ""Lãnh đạo"", ""score"": 3.9}, {""label"": ""Giao tiếp"", ""score"": 3.3}, {""label"": ""Làm việc nhóm"", ""score"": 4.8}]","[""Đáng tin cậy"", ""Kỹ năng kỹ thuật""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",107,2022,"2026-04-24 14:19:16.763731+00"
49791c69-80c3-4621-84dd-568d1802f003,"AI Forecasting","Vận hành",Sponsor,"Khách hàng B","12B VNĐ",active,,,,,81,[],3.70,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 3.4}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.6}, {""role"": ""Cấp dưới"", ""score"": 3.6}]","[{""label"": ""Lãnh đạo"", ""score"": 4.8}, {""label"": ""Giao tiếp"", ""score"": 4.3}, {""label"": ""Làm việc nhóm"", ""score"": 4.6}]","[""Hỗ trợ nhóm"", ""Đáng tin cậy""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",78,2019,"2026-04-24 14:19:16.763731+00"
1ff47fe7-2592-4f68-a57a-5fd7c49ec950,"Market Expansion HAN","Vận hành",Member,"Nội bộ","2B VNĐ",active,,,,,82,[],4.70,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.3}, {""role"": ""Cấp dưới"", ""score"": 3.2}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.4}]","[{""label"": ""Lãnh đạo"", ""score"": 3.2}, {""label"": ""Giao tiếp"", ""score"": 4.7}, {""label"": ""Làm việc nhóm"", ""score"": 4.0}]","[""Giải quyết vấn đề"", ""Sáng tạo""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",93,2022,"2026-04-24 14:19:16.763731+00"
cbdee554-8d7e-44ce-9734-25cb4653c820,"AI Forecasting","Hành chính",Lead,"Nội bộ","10B VNĐ",completed,,,,,6,[],3.20,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.2}, {""role"": ""Cấp dưới"", ""score"": 3.3}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.7}]","[{""label"": ""Lãnh đạo"", ""score"": 4.8}, {""label"": ""Giao tiếp"", ""score"": 4.9}, {""label"": ""Làm việc nhóm"", ""score"": 3.8}]","[""Sáng tạo"", ""Giải quyết vấn đề""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",97,2024,"2026-04-24 14:19:16.763731+00"
da1d54b7-c9de-4c1a-8abf-896697f1ff67,"WMS Upgrade","Hành chính",Contributor,"Nội bộ","9B VNĐ",active,,,,,5,[],3.20,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 3.9}, {""role"": ""Cấp dưới"", ""score"": 4.4}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.3}]","[{""label"": ""Lãnh đạo"", ""score"": 4.8}, {""label"": ""Giao tiếp"", ""score"": 4.5}, {""label"": ""Làm việc nhóm"", ""score"": 4.9}]","[""Sáng tạo"", ""Hỗ trợ nhóm""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",57,2023,"2026-04-24 14:19:16.763731+00"
2be94e10-8287-4735-87d1-333c22d64b3a,"CRM Implementation","Kinh doanh",Member,"Nội bộ","43B VNĐ",active,,,,,58,[],3.90,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 3.3}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.6}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.4}]","[{""label"": ""Lãnh đạo"", ""score"": 2.7}, {""label"": ""Giao tiếp"", ""score"": 3.0}, {""label"": ""Làm việc nhóm"", ""score"": 4.1}]","[""Kỹ năng kỹ thuật"", ""Sáng tạo""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",21,2023,"2026-04-24 14:19:16.763731+00"
fd849af5-3b6a-49e7-8e86-38c849550237,"Market Expansion HAN","Vận hành",Sponsor,"Đối tác C","9B VNĐ",active,,,,,75,[],5.00,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 5.0}, {""role"": ""Cấp dưới"", ""score"": 3.7}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.8}]","[{""label"": ""Lãnh đạo"", ""score"": 4.5}, {""label"": ""Giao tiếp"", ""score"": 4.6}, {""label"": ""Làm việc nhóm"", ""score"": 4.5}]","[""Giải quyết vấn đề"", ""Sáng tạo""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",105,2023,"2026-04-24 14:19:16.763731+00"
67417893-77a5-4894-aec7-ad73beef031a,"Market Expansion HAN","Hành chính",Lead,"Nội bộ","15B VNĐ",completed,,,,,15,[],3.30,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.8}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.7}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.7}]","[{""label"": ""Lãnh đạo"", ""score"": 3.4}, {""label"": ""Giao tiếp"", ""score"": 3.6}, {""label"": ""Làm việc nhóm"", ""score"": 4.8}]","[""Sáng tạo"", ""Giải quyết vấn đề""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",29,2024,"2026-04-24 14:19:16.763731+00"
86cd344d-9010-4978-b9ef-5534c029f367,"Digital Transformation","Hành chính",Lead,"Đối tác C","8B VNĐ",completed,,,,,78,[],3.10,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.1}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.6}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.3}]","[{""label"": ""Lãnh đạo"", ""score"": 4.0}, {""label"": ""Giao tiếp"", ""score"": 3.9}, {""label"": ""Làm việc nhóm"", ""score"": 4.4}]","[""Giải quyết vấn đề"", ""Kỹ năng kỹ thuật""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",95,2019,"2026-04-24 14:19:16.763731+00"
eab53c22-2fb7-443c-98e9-58d1f9546e17,"Sustainability Initiative","Vận hành",Sponsor,"Nội bộ","22B VNĐ",completed,,,,,33,[],3.50,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.4}, {""role"": ""Cấp dưới"", ""score"": 4.4}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.6}]","[{""label"": ""Lãnh đạo"", ""score"": 3.1}, {""label"": ""Giao tiếp"", ""score"": 3.2}, {""label"": ""Làm việc nhóm"", ""score"": 4.2}]","[""Kỹ năng kỹ thuật"", ""Hỗ trợ nhóm""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",118,2024,"2026-04-24 14:19:16.763731+00"
9f8dfcc2-29b5-4f44-b0d6-a152444396da,"AI Forecasting","Kinh doanh",Lead,"Khách hàng B","29B VNĐ",planning,,,,,86,[],3.70,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 3.9}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.3}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.5}]","[{""label"": ""Lãnh đạo"", ""score"": 3.7}, {""label"": ""Giao tiếp"", ""score"": 3.2}, {""label"": ""Làm việc nhóm"", ""score"": 4.7}]","[""Đáng tin cậy"", ""Kỹ năng kỹ thuật""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",20,2019,"2026-04-24 14:19:16.763731+00"
4127b186-eff6-42b7-ab2e-6e41fb3f6cf2,"ERP Migration","Công nghệ",Lead,"Nội bộ","14B VNĐ",active,,,,,94,[],4.10,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 3.2}, {""role"": ""Cấp dưới"", ""score"": 3.8}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.5}]","[{""label"": ""Lãnh đạo"", ""score"": 2.7}, {""label"": ""Giao tiếp"", ""score"": 3.3}, {""label"": ""Làm việc nhóm"", ""score"": 4.0}]","[""Hỗ trợ nhóm"", ""Giải quyết vấn đề""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",32,2024,"2026-04-24 14:19:16.763731+00"
e98a0eb1-ff87-4147-b054-3489cfcfa393,"Market Expansion HAN","Vận hành",Lead,"Nội bộ","22B VNĐ",planning,,,,,7,[],3.90,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 4.0}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.8}, {""role"": ""Cấp dưới"", ""score"": 3.2}]","[{""label"": ""Lãnh đạo"", ""score"": 2.6}, {""label"": ""Giao tiếp"", ""score"": 4.4}, {""label"": ""Làm việc nhóm"", ""score"": 3.7}]","[""Giải quyết vấn đề"", ""Đáng tin cậy""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",87,2021,"2026-04-24 14:19:16.763731+00"
a7dbea06-2064-4aab-ac37-a0b3c1fa2f28,"AI Forecasting","Hành chính",Member,"Nội bộ","46B VNĐ",active,,,,,3,[],3.60,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 3.4}, {""role"": ""Cấp dưới"", ""score"": 4.1}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.1}]","[{""label"": ""Lãnh đạo"", ""score"": 3.4}, {""label"": ""Giao tiếp"", ""score"": 3.9}, {""label"": ""Làm việc nhóm"", ""score"": 3.9}]","[""Đáng tin cậy"", ""Kỹ năng kỹ thuật""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",46,2019,"2026-04-24 14:19:16.763731+00"
efd789e7-3349-4dfd-827d-886f494c600a,"ERP Migration","Vận hành",Contributor,"Khách hàng A","29B VNĐ",completed,,,,,55,[],3.70,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 3.2}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.2}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.0}]","[{""label"": ""Lãnh đạo"", ""score"": 4.6}, {""label"": ""Giao tiếp"", ""score"": 4.4}, {""label"": ""Làm việc nhóm"", ""score"": 4.0}]","[""Giải quyết vấn đề"", ""Hỗ trợ nhóm""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",71,2022,"2026-04-24 14:19:16.763731+00"
c780f324-a896-4a1b-9d98-6f880b469f44,"Sustainability Initiative","Kinh doanh",Lead,"Nội bộ","8B VNĐ",active,,,,,57,[],3.20,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 3.2}, {""role"": ""Cấp dưới"", ""score"": 3.5}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.0}]","[{""label"": ""Lãnh đạo"", ""score"": 4.1}, {""label"": ""Giao tiếp"", ""score"": 4.2}, {""label"": ""Làm việc nhóm"", ""score"": 4.1}]","[""Hỗ trợ nhóm"", ""Giải quyết vấn đề""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",92,2024,"2026-04-24 14:19:16.763731+00"
ef8b15e1-a98d-42d6-8fbf-67ccf19eb56d,"ISO Certification","Kinh doanh",Member,"Nội bộ","21B VNĐ",active,,,,,5,[],4.10,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 4.6}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.6}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.7}]","[{""label"": ""Lãnh đạo"", ""score"": 4.6}, {""label"": ""Giao tiếp"", ""score"": 4.9}, {""label"": ""Làm việc nhóm"", ""score"": 3.8}]","[""Hỗ trợ nhóm"", ""Kỹ năng kỹ thuật""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",48,2024,"2026-04-24 14:19:16.763731+00"
a2fcf612-fa3a-4429-b589-2d9593f8b40b,"WMS Upgrade","Hành chính",Lead,"Đối tác C","25B VNĐ",planning,,,,,71,[],3.40,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 4.8}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.9}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.3}]","[{""label"": ""Lãnh đạo"", ""score"": 3.7}, {""label"": ""Giao tiếp"", ""score"": 4.9}, {""label"": ""Làm việc nhóm"", ""score"": 4.0}]","[""Hỗ trợ nhóm"", ""Đáng tin cậy""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",49,2020,"2026-04-24 14:19:16.763731+00"
a350aa87-c525-4502-b249-5904c9f784f3,"Market Expansion HAN","Vận hành",Sponsor,"Nội bộ","40B VNĐ",completed,,,,,1,[],3.90,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 3.3}, {""role"": ""Cấp dưới"", ""score"": 3.9}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 5.0}]","[{""label"": ""Lãnh đạo"", ""score"": 4.2}, {""label"": ""Giao tiếp"", ""score"": 3.1}, {""label"": ""Làm việc nhóm"", ""score"": 3.9}]","[""Hỗ trợ nhóm"", ""Kỹ năng kỹ thuật""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",41,2019,"2026-04-24 14:19:16.763731+00"
9d3f7338-ca9e-40b5-a4ea-b8d21dc4c089,"WMS Upgrade","Vận hành",Lead,"Khách hàng B","7B VNĐ",planning,,,,,10,[],3.80,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.8}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.8}, {""role"": ""Cấp dưới"", ""score"": 3.2}]","[{""label"": ""Lãnh đạo"", ""score"": 3.6}, {""label"": ""Giao tiếp"", ""score"": 3.0}, {""label"": ""Làm việc nhóm"", ""score"": 4.7}]","[""Hỗ trợ nhóm"", ""Đáng tin cậy""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",85,2019,"2026-04-24 14:19:16.763731+00"
5c0f3343-e93e-499c-9fb4-4ba70d9e7e18,"WMS Upgrade","Hành chính",Sponsor,"Khách hàng B","35B VNĐ",active,,,,,20,[],4.90,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 4.0}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.5}, {""role"": ""Cấp dưới"", ""score"": 3.5}]","[{""label"": ""Lãnh đạo"", ""score"": 5.0}, {""label"": ""Giao tiếp"", ""score"": 4.9}, {""label"": ""Làm việc nhóm"", ""score"": 3.7}]","[""Giải quyết vấn đề"", ""Sáng tạo""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",23,2021,"2026-04-24 14:19:16.763731+00"
c919d48f-d93b-48ad-8203-48c2ecd17fed,"ERP Migration","Kinh doanh",Contributor,"Nội bộ","12B VNĐ",active,,,,,48,[],3.80,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 3.2}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.3}, {""role"": ""Cấp dưới"", ""score"": 3.2}]","[{""label"": ""Lãnh đạo"", ""score"": 2.9}, {""label"": ""Giao tiếp"", ""score"": 4.8}, {""label"": ""Làm việc nhóm"", ""score"": 4.3}]","[""Hỗ trợ nhóm"", ""Đáng tin cậy""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",96,2024,"2026-04-24 14:19:16.763731+00"
012e6508-1a8f-42bb-8303-5948f24fbb87,"Sustainability Initiative","Vận hành",Contributor,"Đối tác C","38B VNĐ",planning,,,,,61,[],4.10,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 4.2}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.5}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.2}]","[{""label"": ""Lãnh đạo"", ""score"": 4.8}, {""label"": ""Giao tiếp"", ""score"": 3.2}, {""label"": ""Làm việc nhóm"", ""score"": 4.2}]","[""Giải quyết vấn đề"", ""Đáng tin cậy""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",25,2022,"2026-04-24 14:19:16.763731+00"
1b336d70-6f6a-4589-a4f6-059c0d0af953,"CRM Implementation","Kinh doanh",Member,"Khách hàng B","47B VNĐ",completed,,,,,45,[],3.40,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 3.4}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.3}, {""role"": ""Cấp dưới"", ""score"": 4.8}]","[{""label"": ""Lãnh đạo"", ""score"": 4.8}, {""label"": ""Giao tiếp"", ""score"": 4.4}, {""label"": ""Làm việc nhóm"", ""score"": 3.6}]","[""Hỗ trợ nhóm"", ""Kỹ năng kỹ thuật""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",89,2020,"2026-04-24 14:19:16.763731+00"
b27f0240-446e-41d2-b2de-6992db0448c5,"ISO Certification","Hành chính",Lead,"Khách hàng B","29B VNĐ",planning,,,,,39,[],4.90,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.0}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.1}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.2}]","[{""label"": ""Lãnh đạo"", ""score"": 2.9}, {""label"": ""Giao tiếp"", ""score"": 5.0}, {""label"": ""Làm việc nhóm"", ""score"": 3.7}]","[""Sáng tạo"", ""Kỹ năng kỹ thuật""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",89,2023,"2026-04-24 14:19:16.763731+00"
2fa0335c-e1aa-41c0-a402-08a34f34b97c,"Digital Transformation","Vận hành",Sponsor,"Đối tác C","35B VNĐ",planning,,,,,64,[],3.00,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.8}, {""role"": ""Cấp dưới"", ""score"": 3.3}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.5}]","[{""label"": ""Lãnh đạo"", ""score"": 3.7}, {""label"": ""Giao tiếp"", ""score"": 5.0}, {""label"": ""Làm việc nhóm"", ""score"": 4.5}]","[""Kỹ năng kỹ thuật"", ""Giải quyết vấn đề""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",22,2023,"2026-04-24 14:19:16.763731+00"
b7750966-705f-4638-a8da-52a9c6071c71,"WMS Upgrade","Công nghệ",Member,"Nội bộ","38B VNĐ",planning,,,,,31,[],3.20,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 5.0}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.7}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.4}]","[{""label"": ""Lãnh đạo"", ""score"": 2.8}, {""label"": ""Giao tiếp"", ""score"": 3.4}, {""label"": ""Làm việc nhóm"", ""score"": 4.4}]","[""Giải quyết vấn đề"", ""Đáng tin cậy""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",51,2019,"2026-04-24 14:19:16.763731+00"
3dbd8dfc-a0d2-44fe-b1a2-13225b73b26a,"ISO Certification","Công nghệ",Contributor,"Khách hàng B","50B VNĐ",planning,,,,,2,[],3.60,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.5}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.0}, {""role"": ""Cấp dưới"", ""score"": 3.5}]","[{""label"": ""Lãnh đạo"", ""score"": 4.0}, {""label"": ""Giao tiếp"", ""score"": 3.9}, {""label"": ""Làm việc nhóm"", ""score"": 4.3}]","[""Sáng tạo"", ""Đáng tin cậy""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",23,2023,"2026-04-24 14:19:16.763731+00"
d6d636e5-698b-4c3a-a688-d920005ba018,"Sustainability Initiative","Công nghệ",Contributor,"Đối tác C","48B VNĐ",active,,,,,98,[],3.80,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.2}, {""role"": ""Cấp dưới"", ""score"": 4.1}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.1}]","[{""label"": ""Lãnh đạo"", ""score"": 2.6}, {""label"": ""Giao tiếp"", ""score"": 4.1}, {""label"": ""Làm việc nhóm"", ""score"": 4.8}]","[""Giải quyết vấn đề"", ""Kỹ năng kỹ thuật""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",90,2020,"2026-04-24 14:19:16.763731+00"
7fa8deeb-c083-4254-a9a7-959d6aa5c577,"WMS Upgrade","Hành chính",Sponsor,"Đối tác C","34B VNĐ",active,,,,,100,[],3.50,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.8}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.3}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.9}]","[{""label"": ""Lãnh đạo"", ""score"": 3.9}, {""label"": ""Giao tiếp"", ""score"": 4.2}, {""label"": ""Làm việc nhóm"", ""score"": 4.1}]","[""Sáng tạo"", ""Kỹ năng kỹ thuật""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",99,2023,"2026-04-24 14:19:16.763731+00"
93b49af7-869b-4e95-9ddf-8775351e10d6,"AI Forecasting","Hành chính",Sponsor,"Nội bộ","21B VNĐ",completed,,,,,75,[],3.60,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 3.2}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.2}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.4}]","[{""label"": ""Lãnh đạo"", ""score"": 4.2}, {""label"": ""Giao tiếp"", ""score"": 3.1}, {""label"": ""Làm việc nhóm"", ""score"": 4.4}]","[""Kỹ năng kỹ thuật"", ""Đáng tin cậy""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",109,2022,"2026-04-24 14:19:16.763731+00"
8893c553-5726-4898-8865-845121a7ff33,"ERP Migration","Công nghệ",Contributor,"Nội bộ","28B VNĐ",planning,,,,,93,[],3.70,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 3.4}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.6}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.8}]","[{""label"": ""Lãnh đạo"", ""score"": 4.3}, {""label"": ""Giao tiếp"", ""score"": 3.3}, {""label"": ""Làm việc nhóm"", ""score"": 4.0}]","[""Đáng tin cậy"", ""Hỗ trợ nhóm""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",96,2019,"2026-04-24 14:19:16.763731+00"
eef8bd92-e008-4f85-aa16-b9cd3cd4f765,"Sustainability Initiative","Công nghệ",Lead,"Khách hàng B","9B VNĐ",completed,,,,,67,[],4.00,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 3.6}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.8}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.8}]","[{""label"": ""Lãnh đạo"", ""score"": 4.7}, {""label"": ""Giao tiếp"", ""score"": 4.6}, {""label"": ""Làm việc nhóm"", ""score"": 4.5}]","[""Hỗ trợ nhóm"", ""Kỹ năng kỹ thuật""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",83,2022,"2026-04-24 14:19:16.763731+00"
8ec3f190-19b9-4707-80b7-aff23c3508ee,"ERP Migration","Hành chính",Sponsor,"Khách hàng A","1B VNĐ",completed,,,,,40,[],3.70,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 4.5}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.7}, {""role"": ""Cấp dưới"", ""score"": 4.8}]","[{""label"": ""Lãnh đạo"", ""score"": 3.9}, {""label"": ""Giao tiếp"", ""score"": 4.6}, {""label"": ""Làm việc nhóm"", ""score"": 3.6}]","[""Đáng tin cậy"", ""Sáng tạo""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",120,2023,"2026-04-24 14:19:16.763731+00"
adf72673-8298-4634-9abc-6eafa463e36f,"ERP Migration","Vận hành",Sponsor,"Khách hàng B","26B VNĐ",completed,,,,,100,[],3.90,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.5}, {""role"": ""Cấp dưới"", ""score"": 3.7}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.6}]","[{""label"": ""Lãnh đạo"", ""score"": 2.8}, {""label"": ""Giao tiếp"", ""score"": 4.3}, {""label"": ""Làm việc nhóm"", ""score"": 4.2}]","[""Đáng tin cậy"", ""Sáng tạo""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",21,2024,"2026-04-24 14:19:16.763731+00"
97bedf23-a86d-4a6a-9817-2fee36b203b9,"Sustainability Initiative","Vận hành",Lead,"Khách hàng A","10B VNĐ",completed,,,,,23,[],3.30,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 4.4}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.9}, {""role"": ""Cấp dưới"", ""score"": 3.8}]","[{""label"": ""Lãnh đạo"", ""score"": 4.4}, {""label"": ""Giao tiếp"", ""score"": 4.2}, {""label"": ""Làm việc nhóm"", ""score"": 3.8}]","[""Giải quyết vấn đề"", ""Hỗ trợ nhóm""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",55,2024,"2026-04-24 14:19:16.763731+00"
cf56a906-8494-41b7-b9e3-219b6d76c76d,"WMS Upgrade","Kinh doanh",Contributor,"Nội bộ","1B VNĐ",planning,,,,,1,[],3.20,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 4.0}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.0}, {""role"": ""Cấp dưới"", ""score"": 4.1}]","[{""label"": ""Lãnh đạo"", ""score"": 3.0}, {""label"": ""Giao tiếp"", ""score"": 3.2}, {""label"": ""Làm việc nhóm"", ""score"": 4.2}]","[""Đáng tin cậy"", ""Kỹ năng kỹ thuật""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",54,2022,"2026-04-24 14:19:16.763731+00"
