employee_id,cycle_id,overall_score,rating_label,manager_note,strengths,needs_dev,created_at,assessment_type
14a5ab1e-bfdb-42b2-be5e-276884e9fcaf,880cf192-aa6e-4552-b4b4-5f615ae2471a,4.43,Tốt,"Hoàn thành tốt các mục tiêu đề ra.","{""Kỹ thuật"",""Giao tiếp""}","{""Kỹ năng trình bày"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
14a5ab1e-bfdb-42b2-be5e-276884e9fcaf,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,4.43,Tốt,"Thể hiện tinh thần làm việc nhóm xuất sắc.","{""Giao tiếp"",""Sáng kiến""}","{""Kỹ năng trình bày"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
14a5ab1e-bfdb-42b2-be5e-276884e9fcaf,e58d9159-09e3-4ad9-96e4-197a3fab86cb,4.43,Tốt,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Kỹ thuật"",""Học hỏi nhanh""}","{""Quản lý thời gian"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
14a5ab1e-bfdb-42b2-be5e-276884e9fcaf,14130fb9-1690-4dbf-a7f6-bcae1da343d0,4.53,Tốt,"Thể hiện tinh thần làm việc nhóm xuất sắc.","{""Giao tiếp"",""Phân tích""}","{""Quản lý thời gian"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
bd0a400d-0696-448e-8dbb-33fee83d6e76,880cf192-aa6e-4552-b4b4-5f615ae2471a,3.73,Khá,"Đóng góp tích cực vào dự án chiến lược.","{""Sáng kiến"",""Giao tiếp""}","{""Quản lý thời gian"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
bd0a400d-0696-448e-8dbb-33fee83d6e76,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,3.83,Khá,"Cần cải thiện kỹ năng quản lý thời gian.","{""Kỹ thuật"",""Giao tiếp""}","{""Kỹ năng trình bày"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
bd0a400d-0696-448e-8dbb-33fee83d6e76,e58d9159-09e3-4ad9-96e4-197a3fab86cb,3.33,Khá,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Sáng kiến"",""Học hỏi nhanh""}","{""Quản lý thời gian"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
bd0a400d-0696-448e-8dbb-33fee83d6e76,14130fb9-1690-4dbf-a7f6-bcae1da343d0,3.63,Khá,"Thể hiện tinh thần làm việc nhóm xuất sắc.","{""Học hỏi nhanh"",""Kỹ thuật""}","{""Kỹ năng trình bày"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
8c6368c5-8139-4462-8cd4-5ab93c890dc3,880cf192-aa6e-4552-b4b4-5f615ae2471a,3.08,Khá,"Thể hiện tinh thần làm việc nhóm xuất sắc.","{""Học hỏi nhanh"",""Phân tích""}","{""Quản lý thời gian"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
8c6368c5-8139-4462-8cd4-5ab93c890dc3,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,3.28,Khá,"Cần cải thiện kỹ năng quản lý thời gian.","{""Sáng kiến"",""Lãnh đạo""}","{""Tư duy chiến lược"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
8c6368c5-8139-4462-8cd4-5ab93c890dc3,e58d9159-09e3-4ad9-96e4-197a3fab86cb,3.38,Khá,"Cần cải thiện kỹ năng quản lý thời gian.","{""Sáng kiến"",""Phân tích""}","{""Kỹ năng trình bày"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
8c6368c5-8139-4462-8cd4-5ab93c890dc3,14130fb9-1690-4dbf-a7f6-bcae1da343d0,3.28,Khá,"Đóng góp tích cực vào dự án chiến lược.","{""Phân tích"",""Lãnh đạo""}","{""Kỹ năng đàm phán"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
da5f13ee-0175-4898-b44c-e1622b7cb745,880cf192-aa6e-4552-b4b4-5f615ae2471a,2.56,Đạt,"Cần cải thiện kỹ năng quản lý thời gian.","{""Lãnh đạo"",""Kỹ thuật""}","{""Tư duy chiến lược"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
da5f13ee-0175-4898-b44c-e1622b7cb745,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,2.85,Đạt,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Phân tích"",""Kỹ thuật""}","{""Quản lý thời gian"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
da5f13ee-0175-4898-b44c-e1622b7cb745,e58d9159-09e3-4ad9-96e4-197a3fab86cb,3.06,Khá,"Cần cải thiện kỹ năng quản lý thời gian.","{""Lãnh đạo"",""Học hỏi nhanh""}","{""Kỹ năng trình bày"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
da5f13ee-0175-4898-b44c-e1622b7cb745,14130fb9-1690-4dbf-a7f6-bcae1da343d0,2.85,Đạt,"Đóng góp tích cực vào dự án chiến lược.","{""Phân tích"",""Lãnh đạo""}","{""Kỹ năng đàm phán"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
d3230c06-1f39-4f18-bfcd-92966660ee97,880cf192-aa6e-4552-b4b4-5f615ae2471a,4.29,Tốt,"Đóng góp tích cực vào dự án chiến lược.","{""Phân tích"",""Học hỏi nhanh""}","{""Kỹ năng đàm phán"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
d3230c06-1f39-4f18-bfcd-92966660ee97,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,4.39,Tốt,"Hoàn thành tốt các mục tiêu đề ra.","{""Lãnh đạo"",""Học hỏi nhanh""}","{""Kỹ năng đàm phán"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
d3230c06-1f39-4f18-bfcd-92966660ee97,e58d9159-09e3-4ad9-96e4-197a3fab86cb,4.19,Tốt,"Đóng góp tích cực vào dự án chiến lược.","{""Kỹ thuật"",""Phân tích""}","{""Kỹ năng trình bày"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
d3230c06-1f39-4f18-bfcd-92966660ee97,14130fb9-1690-4dbf-a7f6-bcae1da343d0,4.29,Tốt,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Lãnh đạo"",""Giao tiếp""}","{""Quản lý thời gian"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
0e1aaa4e-a064-4029-b977-53f3371e166d,880cf192-aa6e-4552-b4b4-5f615ae2471a,2.89,Đạt,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Phân tích"",""Giao tiếp""}","{""Kỹ năng đàm phán"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
0e1aaa4e-a064-4029-b977-53f3371e166d,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,2.99,Đạt,"Đóng góp tích cực vào dự án chiến lược.","{""Phân tích"",""Kỹ thuật""}","{""Kỹ năng đàm phán"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
0e1aaa4e-a064-4029-b977-53f3371e166d,e58d9159-09e3-4ad9-96e4-197a3fab86cb,3.09,Khá,"Hoàn thành tốt các mục tiêu đề ra.","{""Học hỏi nhanh"",""Giao tiếp""}","{""Kỹ năng đàm phán"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
0e1aaa4e-a064-4029-b977-53f3371e166d,14130fb9-1690-4dbf-a7f6-bcae1da343d0,2.89,Đạt,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Lãnh đạo"",""Học hỏi nhanh""}","{""Quản lý thời gian"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
74b2a67d-2f9d-4cd6-8e9c-9b91fd8a5827,880cf192-aa6e-4552-b4b4-5f615ae2471a,4.42,Tốt,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Phân tích"",""Sáng kiến""}","{""Kỹ năng đàm phán"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
74b2a67d-2f9d-4cd6-8e9c-9b91fd8a5827,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,4.72,Tốt,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Kỹ thuật"",""Phân tích""}","{""Kỹ năng đàm phán"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
74b2a67d-2f9d-4cd6-8e9c-9b91fd8a5827,e58d9159-09e3-4ad9-96e4-197a3fab86cb,4.42,Tốt,"Cần cải thiện kỹ năng quản lý thời gian.","{""Giao tiếp"",""Phân tích""}","{""Kỹ năng đàm phán"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
74b2a67d-2f9d-4cd6-8e9c-9b91fd8a5827,14130fb9-1690-4dbf-a7f6-bcae1da343d0,4.82,Tốt,"Cần cải thiện kỹ năng quản lý thời gian.","{""Phân tích"",""Lãnh đạo""}","{""Tư duy chiến lược"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
33855c4f-a2ce-4fcf-8975-b5df6fd959c5,880cf192-aa6e-4552-b4b4-5f615ae2471a,4.16,Tốt,"Thể hiện tinh thần làm việc nhóm xuất sắc.","{""Học hỏi nhanh"",""Sáng kiến""}","{""Kỹ năng trình bày"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
33855c4f-a2ce-4fcf-8975-b5df6fd959c5,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,4.06,Tốt,"Đóng góp tích cực vào dự án chiến lược.","{""Học hỏi nhanh"",""Phân tích""}","{""Kỹ năng đàm phán"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
33855c4f-a2ce-4fcf-8975-b5df6fd959c5,e58d9159-09e3-4ad9-96e4-197a3fab86cb,3.66,Khá,"Cần cải thiện kỹ năng quản lý thời gian.","{""Học hỏi nhanh"",""Phân tích""}","{""Quản lý thời gian"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
33855c4f-a2ce-4fcf-8975-b5df6fd959c5,14130fb9-1690-4dbf-a7f6-bcae1da343d0,3.96,Khá,"Hoàn thành tốt các mục tiêu đề ra.","{""Lãnh đạo"",""Giao tiếp""}","{""Tư duy chiến lược"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
d7a77c70-fc43-48ff-81c2-3f48adc91dcb,880cf192-aa6e-4552-b4b4-5f615ae2471a,2.35,Đạt,"Cần cải thiện kỹ năng quản lý thời gian.","{""Học hỏi nhanh"",""Kỹ thuật""}","{""Tư duy chiến lược"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
d7a77c70-fc43-48ff-81c2-3f48adc91dcb,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,2.65,Đạt,"Cần cải thiện kỹ năng quản lý thời gian.","{""Sáng kiến"",""Lãnh đạo""}","{""Kỹ năng trình bày"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
d7a77c70-fc43-48ff-81c2-3f48adc91dcb,e58d9159-09e3-4ad9-96e4-197a3fab86cb,2.75,Đạt,"Đóng góp tích cực vào dự án chiến lược.","{""Học hỏi nhanh"",""Lãnh đạo""}","{""Quản lý thời gian"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
d7a77c70-fc43-48ff-81c2-3f48adc91dcb,14130fb9-1690-4dbf-a7f6-bcae1da343d0,2.35,Đạt,"Cần cải thiện kỹ năng quản lý thời gian.","{""Lãnh đạo"",""Giao tiếp""}","{""Quản lý thời gian"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
8a987e04-cfe9-4b34-a85e-608da23dac56,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,3.79,Khá,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Phân tích"",""Sáng kiến""}","{""Quản lý thời gian"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
8a987e04-cfe9-4b34-a85e-608da23dac56,e58d9159-09e3-4ad9-96e4-197a3fab86cb,3.58,Khá,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Lãnh đạo"",""Phân tích""}","{""Kỹ năng đàm phán"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
8a987e04-cfe9-4b34-a85e-608da23dac56,14130fb9-1690-4dbf-a7f6-bcae1da343d0,3.69,Khá,"Cần cải thiện kỹ năng quản lý thời gian.","{""Phân tích"",""Sáng kiến""}","{""Tư duy chiến lược"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
64bec363-cf58-4294-af25-88f61e785a66,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,4.39,Tốt,"Cần cải thiện kỹ năng quản lý thời gian.","{""Kỹ thuật"",""Lãnh đạo""}","{""Quản lý thời gian"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
64bec363-cf58-4294-af25-88f61e785a66,e58d9159-09e3-4ad9-96e4-197a3fab86cb,4.09,Tốt,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Lãnh đạo"",""Học hỏi nhanh""}","{""Kỹ năng đàm phán"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
64bec363-cf58-4294-af25-88f61e785a66,14130fb9-1690-4dbf-a7f6-bcae1da343d0,4.29,Tốt,"Hoàn thành tốt các mục tiêu đề ra.","{""Kỹ thuật"",""Học hỏi nhanh""}","{""Kỹ năng trình bày"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
7c9d515e-0dd1-47c3-ade9-c322b023324e,e58d9159-09e3-4ad9-96e4-197a3fab86cb,4.0,Tốt,"Đóng góp tích cực vào dự án chiến lược.","{""Lãnh đạo"",""Phân tích""}","{""Quản lý thời gian"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
7c9d515e-0dd1-47c3-ade9-c322b023324e,14130fb9-1690-4dbf-a7f6-bcae1da343d0,4.3,Tốt,"Đóng góp tích cực vào dự án chiến lược.","{""Sáng kiến"",""Lãnh đạo""}","{""Tư duy chiến lược"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
bec29db6-9a48-479b-94f8-7b5f4303ddc8,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,4.2,Tốt,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Giao tiếp"",""Phân tích""}","{""Quản lý thời gian"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
bec29db6-9a48-479b-94f8-7b5f4303ddc8,e58d9159-09e3-4ad9-96e4-197a3fab86cb,4.1,Tốt,"Hoàn thành tốt các mục tiêu đề ra.","{""Sáng kiến"",""Kỹ thuật""}","{""Tư duy chiến lược"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
bec29db6-9a48-479b-94f8-7b5f4303ddc8,14130fb9-1690-4dbf-a7f6-bcae1da343d0,4.2,Tốt,"Cần cải thiện kỹ năng quản lý thời gian.","{""Kỹ thuật"",""Lãnh đạo""}","{""Tư duy chiến lược"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
9818dd33-c61f-4255-8653-7b618a0893b5,880cf192-aa6e-4552-b4b4-5f615ae2471a,3.04,Khá,"Cần cải thiện kỹ năng quản lý thời gian.","{""Giao tiếp"",""Lãnh đạo""}","{""Quản lý thời gian"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
9818dd33-c61f-4255-8653-7b618a0893b5,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,3.04,Khá,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Phân tích"",""Sáng kiến""}","{""Kỹ năng đàm phán"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
9818dd33-c61f-4255-8653-7b618a0893b5,e58d9159-09e3-4ad9-96e4-197a3fab86cb,2.84,Đạt,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Phân tích"",""Lãnh đạo""}","{""Tư duy chiến lược"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
9818dd33-c61f-4255-8653-7b618a0893b5,14130fb9-1690-4dbf-a7f6-bcae1da343d0,3.15,Khá,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Giao tiếp"",""Sáng kiến""}","{""Tư duy chiến lược"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
bdba3d9c-faf4-4853-906a-5e69896186d3,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,3.24,Khá,"Hoàn thành tốt các mục tiêu đề ra.","{""Sáng kiến"",""Lãnh đạo""}","{""Kỹ năng đàm phán"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
bdba3d9c-faf4-4853-906a-5e69896186d3,e58d9159-09e3-4ad9-96e4-197a3fab86cb,3.24,Khá,"Hoàn thành tốt các mục tiêu đề ra.","{""Lãnh đạo"",""Kỹ thuật""}","{""Tư duy chiến lược"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
bdba3d9c-faf4-4853-906a-5e69896186d3,14130fb9-1690-4dbf-a7f6-bcae1da343d0,3.33,Khá,"Thể hiện tinh thần làm việc nhóm xuất sắc.","{""Lãnh đạo"",""Giao tiếp""}","{""Kỹ năng trình bày"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
fb3ad21b-5cdd-4725-af4a-00dbe9edec1b,880cf192-aa6e-4552-b4b4-5f615ae2471a,3.43,Khá,"Đóng góp tích cực vào dự án chiến lược.","{""Giao tiếp"",""Học hỏi nhanh""}","{""Kỹ năng trình bày"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
fb3ad21b-5cdd-4725-af4a-00dbe9edec1b,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,3.43,Khá,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Sáng kiến"",""Học hỏi nhanh""}","{""Tư duy chiến lược"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
fb3ad21b-5cdd-4725-af4a-00dbe9edec1b,e58d9159-09e3-4ad9-96e4-197a3fab86cb,3.43,Khá,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Kỹ thuật"",""Sáng kiến""}","{""Quản lý thời gian"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
fb3ad21b-5cdd-4725-af4a-00dbe9edec1b,14130fb9-1690-4dbf-a7f6-bcae1da343d0,3.43,Khá,"Thể hiện tinh thần làm việc nhóm xuất sắc.","{""Học hỏi nhanh"",""Lãnh đạo""}","{""Kỹ năng đàm phán"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
382bf35b-0b54-465a-a965-a4c2499c9699,e58d9159-09e3-4ad9-96e4-197a3fab86cb,4.1,Tốt,"Thể hiện tinh thần làm việc nhóm xuất sắc.","{""Học hỏi nhanh"",""Lãnh đạo""}","{""Tư duy chiến lược"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
382bf35b-0b54-465a-a965-a4c2499c9699,14130fb9-1690-4dbf-a7f6-bcae1da343d0,4.4,Tốt,"Hoàn thành tốt các mục tiêu đề ra.","{""Lãnh đạo"",""Giao tiếp""}","{""Quản lý thời gian"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
c27bc0dc-db53-4a75-ba9b-729e74528648,880cf192-aa6e-4552-b4b4-5f615ae2471a,4.53,Tốt,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Phân tích"",""Lãnh đạo""}","{""Kỹ năng đàm phán"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
c27bc0dc-db53-4a75-ba9b-729e74528648,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,4.03,Tốt,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Kỹ thuật"",""Học hỏi nhanh""}","{""Kỹ năng đàm phán"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
c27bc0dc-db53-4a75-ba9b-729e74528648,e58d9159-09e3-4ad9-96e4-197a3fab86cb,4.13,Tốt,"Hoàn thành tốt các mục tiêu đề ra.","{""Kỹ thuật"",""Học hỏi nhanh""}","{""Tư duy chiến lược"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
c27bc0dc-db53-4a75-ba9b-729e74528648,14130fb9-1690-4dbf-a7f6-bcae1da343d0,4.13,Tốt,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Phân tích"",""Sáng kiến""}","{""Quản lý thời gian"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
49791c69-80c3-4621-84dd-568d1802f003,e58d9159-09e3-4ad9-96e4-197a3fab86cb,3.83,Khá,"Thể hiện tinh thần làm việc nhóm xuất sắc.","{""Học hỏi nhanh"",""Kỹ thuật""}","{""Kỹ năng trình bày"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
49791c69-80c3-4621-84dd-568d1802f003,14130fb9-1690-4dbf-a7f6-bcae1da343d0,3.64,Khá,"Cần cải thiện kỹ năng quản lý thời gian.","{""Lãnh đạo"",""Giao tiếp""}","{""Kỹ năng đàm phán"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
1ff47fe7-2592-4f68-a57a-5fd7c49ec950,e58d9159-09e3-4ad9-96e4-197a3fab86cb,3.46,Khá,"Cần cải thiện kỹ năng quản lý thời gian.","{""Lãnh đạo"",""Học hỏi nhanh""}","{""Kỹ năng trình bày"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
1ff47fe7-2592-4f68-a57a-5fd7c49ec950,14130fb9-1690-4dbf-a7f6-bcae1da343d0,3.46,Khá,"Thể hiện tinh thần làm việc nhóm xuất sắc.","{""Kỹ thuật"",""Phân tích""}","{""Quản lý thời gian"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
cbdee554-8d7e-44ce-9734-25cb4653c820,e58d9159-09e3-4ad9-96e4-197a3fab86cb,3.51,Khá,"Đóng góp tích cực vào dự án chiến lược.","{""Sáng kiến"",""Học hỏi nhanh""}","{""Tư duy chiến lược"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
cbdee554-8d7e-44ce-9734-25cb4653c820,14130fb9-1690-4dbf-a7f6-bcae1da343d0,3.31,Khá,"Đóng góp tích cực vào dự án chiến lược.","{""Lãnh đạo"",""Học hỏi nhanh""}","{""Kỹ năng trình bày"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
da1d54b7-c9de-4c1a-8abf-896697f1ff67,e58d9159-09e3-4ad9-96e4-197a3fab86cb,3.94,Khá,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Học hỏi nhanh"",""Phân tích""}","{""Quản lý thời gian"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
da1d54b7-c9de-4c1a-8abf-896697f1ff67,14130fb9-1690-4dbf-a7f6-bcae1da343d0,3.84,Khá,"Hoàn thành tốt các mục tiêu đề ra.","{""Phân tích"",""Giao tiếp""}","{""Kỹ năng trình bày"",""Tư duy chiến lược""}","2026-04-24 14:19:10.240078+00",kpi
2be94e10-8287-4735-87d1-333c22d64b3a,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,4.33,Tốt,"Hoàn thành tốt các mục tiêu đề ra.","{""Kỹ thuật"",""Giao tiếp""}","{""Tư duy chiến lược"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
2be94e10-8287-4735-87d1-333c22d64b3a,e58d9159-09e3-4ad9-96e4-197a3fab86cb,4.44,Tốt,"Hoàn thành tốt các mục tiêu đề ra.","{""Phân tích"",""Giao tiếp""}","{""Kỹ năng đàm phán"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
2be94e10-8287-4735-87d1-333c22d64b3a,14130fb9-1690-4dbf-a7f6-bcae1da343d0,4.44,Tốt,"Thể hiện tinh thần làm việc nhóm xuất sắc.","{""Lãnh đạo"",""Kỹ thuật""}","{""Kỹ năng đàm phán"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
fd849af5-3b6a-49e7-8e86-38c849550237,e58d9159-09e3-4ad9-96e4-197a3fab86cb,4.0,Tốt,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Giao tiếp"",""Học hỏi nhanh""}","{""Tư duy chiến lược"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
fd849af5-3b6a-49e7-8e86-38c849550237,14130fb9-1690-4dbf-a7f6-bcae1da343d0,3.5,Khá,"Đóng góp tích cực vào dự án chiến lược.","{""Phân tích"",""Kỹ thuật""}","{""Tư duy chiến lược"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
67417893-77a5-4894-aec7-ad73beef031a,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,4.67,Tốt,"Cần cải thiện kỹ năng quản lý thời gian.","{""Kỹ thuật"",""Học hỏi nhanh""}","{""Tư duy chiến lược"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
67417893-77a5-4894-aec7-ad73beef031a,e58d9159-09e3-4ad9-96e4-197a3fab86cb,4.56,Tốt,"Hoàn thành tốt các mục tiêu đề ra.","{""Kỹ thuật"",""Lãnh đạo""}","{""Quản lý thời gian"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
67417893-77a5-4894-aec7-ad73beef031a,14130fb9-1690-4dbf-a7f6-bcae1da343d0,4.56,Tốt,"Hoàn thành tốt các mục tiêu đề ra.","{""Phân tích"",""Lãnh đạo""}","{""Tư duy chiến lược"",""Kỹ năng trình bày""}","2026-04-24 14:19:10.240078+00",kpi
86cd344d-9010-4978-b9ef-5534c029f367,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,2.58,Đạt,"Cần cải thiện kỹ năng quản lý thời gian.","{""Giao tiếp"",""Lãnh đạo""}","{""Tư duy chiến lược"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
86cd344d-9010-4978-b9ef-5534c029f367,e58d9159-09e3-4ad9-96e4-197a3fab86cb,2.17,Đạt,"Cần cải thiện kỹ năng quản lý thời gian.","{""Học hỏi nhanh"",""Kỹ thuật""}","{""Kỹ năng trình bày"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
86cd344d-9010-4978-b9ef-5534c029f367,14130fb9-1690-4dbf-a7f6-bcae1da343d0,2.48,Đạt,"Cần phát triển thêm kỹ năng lãnh đạo.","{""Phân tích"",""Kỹ thuật""}","{""Kỹ năng đàm phán"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
eab53c22-2fb7-443c-98e9-58d1f9546e17,99b2f2d8-7100-4ad0-ba7b-588491f6ffe1,3.72,Khá,"Thể hiện tinh thần làm việc nhóm xuất sắc.","{""Sáng kiến"",""Lãnh đạo""}","{""Kỹ năng trình bày"",""Kỹ năng đàm phán""}","2026-04-24 14:19:10.240078+00",kpi
eab53c22-2fb7-443c-98e9-58d1f9546e17,e58d9159-09e3-4ad9-96e4-197a3fab86cb,3.72,Khá,"Hoàn thành tốt các mục tiêu đề ra.","{""Kỹ thuật"",""Phân tích""}","{""Tư duy chiến lược"",""Quản lý thời gian""}","2026-04-24 14:19:10.240078+00",kpi
